x,y,z,A,B,C
-20.3399,7.05724,-708.134,-0.159649,-1.39261,-0.168374
-20.3011,6.98081,-707.568,-0.161341,-1.39269,-0.170076
-20.307,6.9774,-707.657,-0.161083,-1.39268,-0.169845
-20.3162,6.97823,-707.745,-0.161271,-1.39265,-0.17002
-20.3228,7.09749,-707.964,-0.15998,-1.39262,-0.168807
-20.342,7.1045,-708.076,-0.159731,-1.39268,-0.168544
-20.2311,7.05878,-707.626,-0.161193,-1.39268,-0.169937
-20.2373,7.05353,-707.706,-0.161314,-1.39264,-0.170085
-20.2468,7.06078,-707.789,-0.161001,-1.39265,-0.169752
-20.2156,7.06828,-707.468,-0.161699,-1.39262,-0.170465
-20.2321,7.0719,-707.544,-0.1616,-1.39262,-0.170319
-20.3089,7.12135,-707.807,-0.160364,-1.3926,-0.169102
-20.3276,7.11072,-707.896,-0.160017,-1.39265,-0.168785
-20.3529,7.116,-707.98,-0.160454,-1.39263,-0.169155
-20.4093,7.20064,-708.299,-0.159427,-1.39264,-0.168092
-20.4349,7.20868,-708.411,-0.159253,-1.39265,-0.16793
-20.3473,7.1564,-708.506,-0.158303,-1.39255,-0.167119
-20.3594,7.16547,-708.626,-0.158524,-1.39252,-0.167262
-20.3698,7.17105,-708.743,-0.158464,-1.39255,-0.167219
-20.3102,7.16785,-708.786,-0.156964,-1.39255,-0.165795
-20.3191,7.18313,-708.911,-0.156906,-1.39245,-0.165766
-20.2406,7.0526,-708.367,-0.158788,-1.39251,-0.167636
-20.2454,7.04856,-708.468,-0.159093,-1.39255,-0.167915
-20.2479,7.04598,-708.571,-0.159226,-1.39247,-0.168102
-20.2545,6.96282,-707.939,-0.160375,-1.39268,-0.169181
-20.2697,6.9507,-708.025,-0.160745,-1.39263,-0.169567
-20.2433,7.00743,-707.674,-0.161559,-1.39272,-0.170308
-20.256,6.99431,-707.758,-0.161358,-1.39271,-0.170124
-20.2753,6.97641,-707.841,-0.161444,-1.39266,-0.170231
-20.2789,7.02304,-707.491,-0.162522,-1.39267,-0.171303
-20.3055,7.01413,-707.574,-0.162348,-1.39271,-0.171047
-20.2703,7.01877,-707.358,-0.162761,-1.39268,-0.171476
-20.2851,7.01413,-707.437,-0.162579,-1.39269,-0.171267
-20.3014,7.00968,-707.504,-0.162551,-1.39266,-0.17121
-20.3384,7.08524,-707.752,-0.161275,-1.39261,-0.169928
-20.3577,7.09436,-707.838,-0.161309,-1.3926,-0.170004
-20.3532,7.14412,-708.179,-0.160197,-1.39252,-0.168917
-20.364,7.15126,-708.286,-0.160254,-1.39251,-0.168943
-20.3775,7.16164,-708.389,-0.160234,-1.39253,-0.168914
-20.3229,7.14484,-708.647,-0.15967,-1.39251,-0.168409
-20.3261,7.16314,-708.768,-0.159478,-1.39246,-0.168202
-20.1338,7.1928,-707.473,-0.161034,-1.39276,-0.170114
-20.1243,7.20003,-707.544,-0.161492,-1.39275,-0.170488
-20.2145,7.14489,-707.643,-0.16004,-1.39272,-0.169049
-20.2137,7.13721,-707.722,-0.16004,-1.39264,-0.16903
-20.2279,7.13134,-707.801,-0.159775,-1.3927,-0.168807
-20.2105,7.06035,-707.51,-0.161112,-1.39262,-0.170089
-20.2207,7.04253,-707.577,-0.160775,-1.39265,-0.169758
-20.2346,7.03205,-707.651,-0.160953,-1.39266,-0.169953
-20.3228,7.07505,-707.929,-0.159403,-1.39273,-0.168438
-20.3452,7.07001,-708.015,-0.15936,-1.39265,-0.168411
-20.2649,7.07329,-707.717,-0.160434,-1.39261,-0.169404
-20.2761,7.06955,-707.803,-0.160462,-1.39263,-0.169395
-20.2893,7.0799,-707.897,-0.160569,-1.3926,-0.169515
-20.1964,7.0291,-707.586,-0.161264,-1.39261,-0.170265
-20.195,7.03751,-707.667,-0.160992,-1.39263,-0.169994
-20.2024,7.1349,-707.681,-0.159865,-1.39261,-0.168871
-20.2024,7.13276,-707.768,-0.160041,-1.39258,-0.16902
-20.2016,7.14162,-707.852,-0.159888,-1.39253,-0.168834
-20.287,7.17708,-708.135,-0.159266,-1.39259,-0.168229
-20.2911,7.18164,-708.23,-0.158929,-1.39259,-0.167872
-20.3096,7.2064,-708.326,-0.158731,-1.39259,-0.167741
-20.3205,7.2098,-708.418,-0.158692,-1.39253,-0.167687
-20.3427,7.22705,-708.525,-0.158673,-1.39253,-0.167629
-20.2437,7.04296,-707.892,-0.160231,-1.39267,-0.169212
-20.2624,7.04287,-707.985,-0.160056,-1.39258,-0.168992
-20.2581,7.03946,-707.652,-0.161196,-1.39258,-0.170127
-20.263,7.0159,-707.738,-0.161248,-1.39267,-0.170134
-20.2839,7.01935,-707.822,-0.161285,-1.39263,-0.170204
-20.2809,7.03435,-707.568,-0.161742,-1.39262,-0.170598
-20.2983,7.02396,-707.647,-0.161965,-1.39263,-0.17077
-20.2512,7.04524,-707.482,-0.162651,-1.3926,-0.171477
-20.2529,7.03936,-707.544,-0.16269,-1.39262,-0.171457
-20.2418,7.0538,-707.826,-0.162326,-1.39264,-0.171073
-20.2835,7.12064,-707.811,-0.161472,-1.39265,-0.170251
-20.2925,7.13237,-707.895,-0.161563,-1.39265,-0.170357
-20.3225,7.1607,-708.077,-0.16099,-1.3926,-0.169756
-20.3254,7.17102,-708.169,-0.160812,-1.39261,-0.169524
-20.338,7.19669,-708.273,-0.160879,-1.39254,-0.169581
-20.2665,7.16479,-708.471,-0.15967,-1.39256,-0.168468
-20.2769,7.17231,-708.585,-0.159876,-1.39253,-0.16869
-20.3142,7.25186,-708.876,-0.158797,-1.39255,-0.167599
-20.3237,7.26426,-708.993,-0.158691,-1.39256,-0.167529
-20.3421,7.26798,-709.111,-0.158849,-1.39259,-0.167623
-20.2215,7.07675,-708.22,-0.160732,-1.39253,-0.169552
-20.2321,7.06194,-708.311,-0.160944,-1.39252,-0.16978
-20.2684,7.06591,-708.039,-0.161665,-1.39251,-0.170501
-20.2796,6.99361,-708.12,-0.162184,-1.39258,-0.170979
-20.2773,6.88986,-708.185,-0.161781,-1.39255,-0.170416
-20.2908,6.60615,-708.068,-0.162588,-1.39265,-0.171276
-20.2595,6.23546,-707.989,-0.165505,-1.39285,-0.174403
-20.0046,6.00507,-706.906,-0.163905,-1.39189,-0.173076
-19.7857,5.65697,-706.12,-0.16395,-1.39135,-0.172434
-19.6056,5.26155,-705.364,-0.162937,-1.39094,-0.171008
-19.532,4.72814,-704.356,-0.164483,-1.39055,-0.172739
-19.4345,4.05405,-703.196,-0.164429,-1.39019,-0.173341
-19.2569,3.28509,-701.396,-0.163316,-1.39005,-0.171961
-18.9714,2.32296,-699.789,-0.16454,-1.38977,-0.173284
-18.6124,1.39486,-698.087,-0.161273,-1.38911,-0.170409
-18.1926,0.652798,-696.345,-0.158807,-1.38855,-0.167662
-17.894,-0.363506,-694.643,-0.160189,-1.38792,-0.169017
-17.6355,-1.21348,-693.081,-0.158882,-1.38744,-0.167527
-17.459,-2.23822,-691.305,-0.160452,-1.3874,-0.168439
-17.1022,-3.49397,-690.196,-0.164401,-1.388,-0.173018
-16.8116,-4.71812,-688.428,-0.166003,-1.3877,-0.174865
-16.4475,-5.85227,-686.555,-0.161786,-1.38795,-0.17075
-16.0399,-7.16907,-685.173,-0.161701,-1.38822,-0.170412
-15.6735,-8.30395,-683.336,-0.164484,-1.38804,-0.17339
-15.3291,-9.24576,-681.427,-0.162293,-1.3879,-0.171105
-15.1007,-10.126,-680.067,-0.164203,-1.38805,-0.172609
-14.8062,-11.2004,-678.236,-0.166024,-1.38814,-0.174554
-14.5993,-12.2767,-676.425,-0.169455,-1.38844,-0.178416
-14.1749,-13.3205,-674.616,-0.167506,-1.38867,-0.176428
-13.6708,-14.5368,-672.833,-0.167033,-1.38823,-0.175682
-13.2773,-15.7892,-671.563,-0.164091,-1.3884,-0.173367
-12.8826,-16.933,-669.928,-0.165366,-1.38844,-0.174388
-12.5559,-17.9711,-668.039,-0.165488,-1.38874,-0.174463
-12.2419,-18.9935,-666.39,-0.166143,-1.38926,-0.175527
-11.9114,-20.0284,-664.765,-0.170063,-1.38935,-0.178863
-11.5442,-21.0441,-663.405,-0.165957,-1.38944,-0.175505
-11.2389,-22.1256,-661.835,-0.163516,-1.38976,-0.172482
-11.0176,-23.1193,-660.143,-0.168573,-1.39063,-0.17786
-10.7439,-23.8896,-658.811,-0.167274,-1.39091,-0.176639
-10.5417,-24.7156,-657.625,-0.167988,-1.39167,-0.178182
-10.3012,-25.5486,-656.701,-0.168119,-1.3916,-0.17788
-10.1449,-26.04,-655.959,-0.170377,-1.39203,-0.180146
-9.82457,-26.5586,-654.848,-0.168981,-1.39233,-0.17855
-9.6361,-27.0261,-654.185,-0.168708,-1.39299,-0.178584
-9.57138,-27.3357,-653.838,-0.170628,-1.39343,-0.180031
-9.57382,-27.9585,-653.714,-0.173597,-1.39382,-0.183542
-9.42937,-28.0212,-653.577,-0.172016,-1.39427,-0.182072
-9.44216,-28.2037,-653.321,-0.170019,-1.39502,-0.180087
-9.4016,-28.3788,-653.288,-0.173143,-1.39548,-0.183316
-9.39106,-28.2762,-653.38,-0.176463,-1.39601,-0.186622
-9.43345,-28.3052,-653.225,-0.172963,-1.39642,-0.183093
-9.42386,-28.3585,-653.361,-0.175141,-1.39641,-0.185012
-9.42358,-28.3003,-652.719,-0.177355,-1.3971,-0.187658
-9.41485,-28.2936,-652.876,-0.175455,-1.39738,-0.185707
-9.39124,-28.4218,-653.041,-0.17577,-1.39737,-0.186066
-9.49451,-28.4816,-652.564,-0.174588,-1.39752,-0.185394
-9.4893,-28.5527,-652.647,-0.173731,-1.39768,-0.18443
-9.64738,-28.4825,-652.635,-0.172107,-1.39786,-0.182969
-9.70363,-28.5642,-652.722,-0.172033,-1.39791,-0.182997
-9.75235,-28.6181,-652.769,-0.173887,-1.39791,-0.184711
-9.81745,-28.4726,-652.485,-0.173373,-1.39813,-0.184446
-9.79992,-28.5243,-652.526,-0.171437,-1.39818,-0.182629
-9.78309,-28.4897,-652.245,-0.172266,-1.39835,-0.183718
-9.7661,-28.4524,-652.314,-0.171185,-1.39835,-0.182569
-9.75533,-28.453,-652.375,-0.170315,-1.39835,-0.181673
-9.75372,-28.4117,-652.182,-0.171064,-1.39847,-0.182523
-9.71499,-28.3311,-652.244,-0.171679,-1.39853,-0.183073
-9.6674,-28.2495,-652.183,-0.171372,-1.39869,-0.183002
-9.64485,-28.2563,-652.243,-0.172213,-1.39866,-0.183757
-9.64555,-28.2449,-652.32,-0.173279,-1.39865,-0.184763
-9.63924,-28.1228,-652.257,-0.172583,-1.39883,-0.184166
-9.65885,-28.1124,-652.307,-0.172696,-1.39885,-0.184304
-9.68443,-28.1172,-652.347,-0.172509,-1.39888,-0.184212
-9.70989,-28.129,-652.382,-0.172404,-1.39891,-0.184122
-9.74498,-28.1787,-652.404,-0.171875,-1.39895,-0.183579
-9.72467,-28.2608,-652.153,-0.172762,-1.39897,-0.184565
-9.75894,-28.3237,-652.171,-0.172839,-1.39897,-0.184747
-9.70388,-28.387,-651.802,-0.172563,-1.39907,-0.184575
-9.7152,-28.4158,-651.818,-0.171955,-1.39904,-0.183936
-9.72403,-28.4436,-651.855,-0.17256,-1.39899,-0.184553
-9.73171,-28.3411,-651.963,-0.171858,-1.3991,-0.18387
-9.73866,-28.3125,-652.037,-0.17117,-1.39914,-0.183155
-9.75003,-28.2958,-651.969,-0.171645,-1.39928,-0.183827
-9.73241,-28.2502,-652.015,-0.171968,-1.3993,-0.184171
-9.70281,-28.192,-652.03,-0.171294,-1.39934,-0.183445
-9.66376,-28.1945,-651.946,-0.172141,-1.39932,-0.184245
-9.65282,-28.1491,-651.949,-0.172997,-1.39924,-0.185057
-9.65956,-28.2129,-652.279,-0.171648,-1.39927,-0.183884
-9.65772,-28.2347,-652.294,-0.172058,-1.39926,-0.184308
-9.66702,-28.2377,-652.302,-0.172022,-1.39917,-0.184222
-9.59292,-28.2067,-651.796,-0.172058,-1.39917,-0.184409
-9.63977,-28.2271,-651.84,-0.171958,-1.39923,-0.184261
-9.64788,-28.2103,-651.55,-0.17211,-1.39928,-0.184494
-9.70184,-28.2403,-651.601,-0.172271,-1.39932,-0.184723
-9.74971,-28.2633,-651.627,-0.171916,-1.39938,-0.184339
-9.82655,-28.3085,-651.966,-0.172273,-1.39934,-0.18453
-9.85354,-28.3242,-651.976,-0.172086,-1.39931,-0.184397
-9.77939,-28.2573,-651.841,-0.17302,-1.39925,-0.185324
-9.79323,-28.2513,-651.841,-0.1727,-1.39927,-0.184976
-9.79325,-28.2432,-651.838,-0.172933,-1.39923,-0.18522
-9.77559,-28.2624,-651.77,-0.172609,-1.39934,-0.184923
-9.7548,-28.2245,-651.748,-0.172364,-1.39933,-0.184657
-9.71204,-28.2458,-651.687,-0.172756,-1.3994,-0.185164
-9.6883,-28.1902,-651.682,-0.172685,-1.39937,-0.185079
